Board State,Action Probabilities,Player
"0,-1,0,0,-1,1,0,0,0,0,-1,1,0,-1,0,0,1,0,1,-1,1,0,-1,1,1,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0.03569394342130245,0,0.03569394342130245,0.03569394342130245,0,0,0.03569394342130245,0.03569394342130245,0.03569394342130245,0.03588380482247959,0,0,0.03569394342130245,0,0.03569394342130245,0.03569394342130245,0,0.03569394342130245,0,0,0,0.03569394342130245,0,0,0,0,0.03588380482247959,0.03569394342130245,0.03569394342130245,0,0,0,0,0.03569394342130245,0.03569394342130245,0.03569394342130245,0,0.03569394342130245,0,0,0.03569394342130245,0.03569394342130245,0.03569394342130245,0.03569394342130245,0.03569394342130245,0.03569394342130245,0.03569394342130245,0.03569394342130245,0.03588380482247959",-1
"0,-1,0,0,-1,1,0,0,0,-1,-1,1,0,-1,0,0,1,0,1,-1,1,0,-1,1,1,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0.0371900826446281,0,0.0371900826446281,0.03681442524417731,0,0,0.0371900826446281,0.0371900826446281,0.03681442524417731,0,0,0,0.0371900826446281,0,0.03681442524417731,0.0371900826446281,0,0.03681442524417731,0,0,0,0.0371900826446281,0,0,0,0,0.0371900826446281,0.0371900826446281,0.03681442524417731,0,0,0,0,0.03681442524417731,0.03681442524417731,0.0371900826446281,0,0.0371900826446281,0,0,0.03681442524417731,0.0371900826446281,0.0371900826446281,0.0371900826446281,0.03681442524417731,0.0371900826446281,0.03681442524417731,0.0371900826446281,0.03681442524417731",1
"1,-1,0,0,-1,1,0,0,0,-1,-1,1,0,-1,0,0,1,0,1,-1,1,0,-1,1,1,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0.0384764865915274,0.0384764865915274,0,0,0.0384764865915274,0.038087835211815003,0.0384764865915274,0,0,0,0.0384764865915274,0,0.0384764865915274,0.0384764865915274,0,0.0384764865915274,0,0,0,0.0384764865915274,0,0,0,0,0.0384764865915274,0.0384764865915274,0.0384764865915274,0,0,0,0,0.0384764865915274,0.0384764865915274,0.0384764865915274,0,0.0384764865915274,0,0,0.0384764865915274,0.0384764865915274,0.0384764865915274,0.0384764865915274,0.0384764865915274,0.0384764865915274,0.0384764865915274,0.0384764865915274,0.0384764865915274",-1
"1,-1,-1,0,-1,1,0,0,0,-1,-1,1,0,-1,0,0,1,0,1,-1,1,0,-1,1,1,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0.040015540015540016,0,0,0.040015540015540016,0.040015540015540016,0.040015540015540016,0,0,0,0.039627039627039624,0,0.040015540015540016,0.040015540015540016,0,0.040015540015540016,0,0,0,0.040015540015540016,0,0,0,0,0.040015540015540016,0.040015540015540016,0.040015540015540016,0,0,0,0,0.040015540015540016,0.040015540015540016,0.040015540015540016,0,0.040015540015540016,0,0,0.040015540015540016,0.040015540015540016,0.040015540015540016,0.040015540015540016,0.040015540015540016,0.040015540015540016,0.040015540015540016,0.040015540015540016,0.040015540015540016",1
"1,-1,-1,1,-1,1,0,0,0,-1,-1,1,0,-1,0,0,1,0,1,-1,1,0,-1,1,1,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0.04148894920511826,0.04187669639395114,0.04187669639395114,0,0,0,0.04148894920511826,0,0.04187669639395114,0.04148894920511826,0,0.04148894920511826,0,0,0,0.04187669639395114,0,0,0,0,0.04187669639395114,0.04148894920511826,0.04187669639395114,0,0,0,0,0.04187669639395114,0.04187669639395114,0.04187669639395114,0,0.04148894920511826,0,0,0.04148894920511826,0.04187669639395114,0.04187669639395114,0.04148894920511826,0.04148894920511826,0.04148894920511826,0.04148894920511826,0.04148894920511826,0.04148894920511826",-1
"1,-1,-1,1,-1,1,0,-1,0,-1,-1,1,0,-1,0,0,1,0,1,-1,1,0,-1,1,1,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0.043713733075435204,0,0.043713733075435204,0,0,0,0.04332688588007737,0,0.043713733075435204,0.04332688588007737,0,0.04332688588007737,0,0,0,0.04332688588007737,0,0,0,0,0.043713733075435204,0.04332688588007737,0.04332688588007737,0,0,0,0,0.04332688588007737,0.043713733075435204,0.043713733075435204,0,0.04332688588007737,0,0,0.043713733075435204,0.04332688588007737,0.04332688588007737,0.04332688588007737,0.04332688588007737,0.04332688588007737,0.043713733075435204,0.043713733075435204,0.04332688588007737",1
"1,-1,-1,1,-1,1,1,-1,0,-1,-1,1,0,-1,0,0,1,0,1,-1,1,0,-1,1,1,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0.04554226167502894,0,0,0,0.04554226167502894,0,0.04554226167502894,0.04515631030490158,0,0.04515631030490158,0,0,0,0.04554226167502894,0,0,0,0,0.04554226167502894,0.04515631030490158,0.04554226167502894,0,0,0,0,0.04554226167502894,0.04554226167502894,0.04554226167502894,0,0.04554226167502894,0,0,0.04515631030490158,0.04515631030490158,0.04554226167502894,0.04554226167502894,0.04554226167502894,0.04554226167502894,0.04554226167502894,0.04554226167502894,0.04554226167502894",-1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,-1,0,0,1,0,1,-1,1,0,-1,1,1,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0.047362341162880246,0,0.047747400847131305,0.047362341162880246,0,0.047362341162880246,0,0,0,0.047362341162880246,0,0,0,0,0.047362341162880246,0.047747400847131305,0.047747400847131305,0,0,0,0,0.047362341162880246,0.047747400847131305,0.047747400847131305,0,0.047362341162880246,0,0,0.047747400847131305,0.047747400847131305,0.047747400847131305,0.047747400847131305,0.047747400847131305,0.047747400847131305,0.047747400847131305,0.047747400847131305,0.047747400847131305",1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,-1,1,0,1,0,1,-1,1,0,-1,1,1,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0.04992319508448541,0,0,0.04992319508448541,0,0.04992319508448541,0,0,0,0.04992319508448541,0,0,0,0,0.04992319508448541,0.050307219662058374,0.050307219662058374,0,0,0,0,0.04992319508448541,0.04992319508448541,0.04992319508448541,0,0.04992319508448541,0,0,0.04992319508448541,0.04992319508448541,0.04992319508448541,0.04992319508448541,0.04992319508448541,0.050307219662058374,0.04992319508448541,0.050307219662058374,0.04992319508448541",-1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,-1,1,0,1,0,1,-1,1,0,-1,1,1,-1,0,-1,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0.05245022970903522,0,0,0.052833078101071976,0,0.05245022970903522,0,0,0,0.052833078101071976,0,0,0,0,0.05245022970903522,0,0.052833078101071976,0,0,0,0,0.05245022970903522,0.052833078101071976,0.05245022970903522,0,0.052833078101071976,0,0,0.052833078101071976,0.052833078101071976,0.052833078101071976,0.05245022970903522,0.05245022970903522,0.05245022970903522,0.052833078101071976,0.05245022970903522,0.05245022970903522",1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,0,-1,1,1,1,0,1,-1,1,0,-1,1,1,-1,0,-1,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0.055725190839694655,0,0,0,0,0.05534351145038168,0,0,0,0.05534351145038168,0,0,0,0,0.055725190839694655,0,0.05534351145038168,0,0,0,0,0.055725190839694655,0.055725190839694655,0.05534351145038168,0,0.055725190839694655,0,0,0.055725190839694655,0.05534351145038168,0.055725190839694655,0.055725190839694655,0.05534351145038168,0.055725190839694655,0.05534351145038168,0.05534351145038168,0.055725190839694655",-1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,1,-1,1,0,-1,1,1,-1,0,-1,0,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058577405857740586,0,0,0,0.058577405857740586,0,0,0,0,0.058577405857740586,0,0.05895777862305059,0,0,0,0,0.058577405857740586,0.05895777862305059,0.05895777862305059,0,0.05895777862305059,0,0,0.058577405857740586,0.05895777862305059,0.05895777862305059,0.05895777862305059,0.05895777862305059,0.05895777862305059,0.058577405857740586,0.05895777862305059,0.05895777862305059",1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,1,-1,1,0,-1,1,1,-1,0,-1,1,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06252368321333839,0,0,0,0.06252368321333839,0,0,0,0,0.06252368321333839,0,0,0,0,0,0,0.06252368321333839,0.06252368321333839,0.06252368321333839,0,0.06252368321333839,0,0,0.06252368321333839,0.06252368321333839,0.06252368321333839,0.06252368321333839,0.06252368321333839,0.06252368321333839,0.062144751799924215,0.06252368321333839,0.06252368321333839",-1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,0,-1,1,1,-1,0,-1,1,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06641509433962264,0,0,0,0,0.06679245283018868,0,0,0,0,0,0,0.06679245283018868,0.06679245283018868,0.06679245283018868,0,0.06641509433962264,0,0,0.06679245283018868,0.06679245283018868,0.06679245283018868,0.06679245283018868,0.06641509433962264,0.06679245283018868,0.06641509433962264,0.06679245283018868,0.06641509433962264",1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,0,-1,1,1,-1,1,-1,1,1,-1,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07134810364250845,0,0,0,0,0,0,0,0,0,0,0,0.07134810364250845,0.07134810364250845,0.07134810364250845,0,0.07172361997746902,0,0,0.07134810364250845,0.07134810364250845,0.07172361997746902,0.07134810364250845,0.07134810364250845,0.07134810364250845,0.07172361997746902,0.07134810364250845,0.07134810364250845",-1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,0,-1,1,1,-1,1,-1,1,1,-1,-1,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720687079910381,0,0,0,0,0,0,0,0,0,0,0,0.07766990291262135,0.07766990291262135,0.07804331590739358,0,0,0,0,0.07804331590739358,0.07766990291262135,0.07766990291262135,0.07766990291262135,0.07804331590739358,0.0720687079910381,0.07804331590739358,0.07766990291262135,0.07766990291262135",1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,0,-1,1,1,-1,1,-1,1,1,-1,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585836114200964,0,0,0,0,0,0,0,0,0,0,0,0.0585836114200964,0.0585836114200964,0,0,0,0,0,0.06303299962921764,0.0585836114200964,0.11308861698183166,0.2918057100482017,0.0585836114200964,0.0585836114200964,0.0585836114200964,0.06340378197997776,0.0585836114200964",-1
"1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,0,-1,1,1,-1,1,-1,1,1,-1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008852258852258852,0,0,0,0,0,0,0,0,0,0,0,0.008852258852258852,0.008852258852258852,0,0,0,0,0,0.008547008547008548,0.008852258852258852,0.913003663003663,0,0.008852258852258852,0.007936507936507936,0.008852258852258852,0.008547008547008548,0.008852258852258852",1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.0346797225622195,0.03427172582619339,0.03590371277029784,0.0016319869441044472,0.028559771521827825,0.04079967360261118,0.02733578131374949,0.03019175846593227,0.04039167686658507,0.0277437780497756,0.03631170950632395,0.03182374541003672,0.0016319869441044472,0.0016319869441044472,0.028967768257853937,0.0277437780497756,0.0016319869441044472,0.0016319869441044472,0.0016319869441044472,0.04079967360261118,0.03182374541003672,0.028151774785801713,0.0016319869441044472,0.031007751937984496,0.028967768257853937,0.0016319869441044472,0.03386372909016728,0.0277437780497756,0.0016319869441044472,0.0016319869441044472,0.029783761729906162,0.0416156670746634,0.037943696450428395,0.0016319869441044472,0.02937576499388005,0.0016319869441044472,0.03223174214606283,0.0016319869441044472,0.0016319869441044472,0.0016319869441044472,0.029783761729906162,0.028967768257853937,0.037943696450428395,0.0016319869441044472,0.025703794369645042,0.028559771521827825,0.0016319869441044472,0.0016319869441044472,0.0016319869441044472",-1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.008613938919342208,0.008613938919342208,0.008613938919342208,0.07126076742364917,0.00822239624119029,0.00822239624119029,0.00822239624119029,0.00822239624119029,0.06734534064212999,0.00822239624119029,0.008613938919342208,0.00822239624119029,0.00822239624119029,0.00822239624119029,0.008613938919342208,0.008613938919342208,0.008613938919342208,0.00822239624119029,0.07126076742364917,0.008613938919342208,0.00822239624119029,0.008613938919342208,0.00822239624119029,0.008613938919342208,0.008613938919342208,0.008613938919342208,0.008613938919342208,0.008613938919342208,0.008613938919342208,0.08183241973375098,0.008613938919342208,0,0.09240407204385279,0.008613938919342208,0.008613938919342208,0.008613938919342208,0.0779169929522318,0.008613938919342208,0.07243539545810493,0.06812842599843383,0.00822239624119029,0.00822239624119029,0.008613938919342208,0.008613938919342208,0.008613938919342208,0.06734534064212999,0.00822239624119029,0.00822239624119029,0.008613938919342208",1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.04722945332837486,0.044998140572703606,0.04537002603198215,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.04425436965414652,0.0029750836742283376,0.04127928597991819,0.049460766084046114,0.04425436965414652,0.050948307921160285,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.04537002603198215,0.046113796950539236,0.046113796950539236,0.0029750836742283376,0.05169207883971737,0.04425436965414652,0.04165117143919673,0.046113796950539236,0.04834510970621049,0.0029750836742283376,0,0,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.0029750836742283376,0.04276682781703235,0.04425436965414652,0.04537002603198215,0.049832651543324655",-1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0.007327419976860779,0.06594677979174701,0.007327419976860779,0.060933281912842266,0.007327419976860779,0.06787504820671038,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.06401851137678365,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.07250289240262245,0.06671808715773235,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0,0.007327419976860779,0.007327419976860779,0.05900501349787891,0.07443116081758581,0.007327419976860779,0,0,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.0802159660624759,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.06209024296182029,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.007327419976860779,0.06980331662167373",1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.034923019151333085,0.029665790461885094,0.0015020653398422831,0.03529853548629366,0.0015020653398422831,0.03417198648141194,0.0015020653398422831,0.03680060082613594,0.0015020653398422831,0.027788208787082238,0.030416823131806235,0.03454750281637251,0.0015020653398422831,0.0015020653398422831,0.0015020653398422831,0.0015020653398422831,0.0015020653398422831,0.0015020653398422831,0.025910627112279386,0.0015020653398422831,0.0015020653398422831,0.0015020653398422831,0.029665790461885094,0.0015020653398422831,0.03529853548629366,0,0.033796470146451374,0.033796470146451374,0.0015020653398422831,0.025159594442358244,0.2016522718738265,0,0,0.0015020653398422831,0.0334209538114908,0.0015020653398422831,0.20127675553886595,0.0015020653398422831,0,0.0015020653398422831,0.0015020653398422831,0.02403304543747653,0.0015020653398422831,0.0015020653398422831,0.031167855801727377,0.02365752910251596,0.0015020653398422831,0.0015020653398422831,0.0015020653398422831",-1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.021383227530905446,0.021383227530905446,0.024056130972268625,0.021383227530905446,0.021383227530905446,0.021383227530905446,0.021717340461075842,0.021383227530905446,0.021383227530905446,0.021717340461075842,0.021383227530905446,0.021717340461075842,0.021717340461075842,0.021717340461075842,0.024056130972268625,0.021383227530905446,0.021717340461075842,0.021383227530905446,0.021717340461075842,0.021383227530905446,0.024056130972268625,0.021383227530905446,0.021383227530905446,0.021717340461075842,0.021383227530905446,0,0.03942532576010692,0.021383227530905446,0.03508185766789175,0.03508185766789175,0,0,0,0.021383227530905446,0.021383227530905446,0.021717340461075842,0.021717340461075842,0.021383227530905446,0,0.021717340461075842,0.021717340461075842,0.021717340461075842,0.021383227530905446,0.021717340461075842,0.021383227530905446,0.021717340461075842,0.021717340461075842,0.021383227530905446,0.021717340461075842",1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.02912621359223301,0.03145631067961165,0.0011650485436893205,0.03223300970873787,0.02330097087378641,0.0229126213592233,0.029514563106796118,0.0011650485436893205,0.022135922330097087,0.024854368932038837,0.019805825242718445,0.029902912621359225,0.03300970873786408,0.0011650485436893205,0.028737864077669904,0.03223300970873787,0.029902912621359225,0.0229126213592233,0.02912621359223301,0.03378640776699029,0.03300970873786408,0.022524271844660194,0.0011650485436893205,0.02796116504854369,0.02446601941747573,0,0,0.0341747572815534,0.02912621359223301,0.0011650485436893205,0,0,0,0.02796116504854369,0.029514563106796118,0.033398058252427185,0.03300970873786408,0.0011650485436893205,0,0.022524271844660194,0.023689320388349516,0.03378640776699029,0.02912621359223301,0.029514563106796118,0.022524271844660194,0.029902912621359225,0.029514563106796118,0.0011650485436893205,0.0011650485436893205",-1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.02513747054202671,0.020816967792615867,0.018067556952081697,0.020816967792615867,0.018067556952081697,0.018067556952081697,0.025530243519245877,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.02945797329143755,0.022780832678711706,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.02945797329143755,0.04359780047132757,0.06873527101335428,0.037706205813040065,0.018067556952081697,0.018067556952081697,0.10761979575805185,0.020816967792615867,0,0,0,0.018067556952081697,0.018067556952081697,0,0,0,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.020816967792615867,0,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.020816967792615867,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.018067556952081697,0.018067556952081697",1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.031833150384193196,0.031467252103915114,0.03000365898280278,0.031467252103915114,0.0014635931211123307,0.029637760702524697,0.03329674350530552,0.026344676180021953,0.03293084522502744,0.030369557263080865,0.02561287961946579,0.031467252103915114,0.03110135382363703,0.03256494694474936,0.031833150384193196,0.0014635931211123307,0.0014635931211123307,0.020490303695572632,0.03256494694474936,0.03329674350530552,0.03293084522502744,0.030735455543358946,0.030369557263080865,0,0.031467252103915114,0,0,0,0.03329674350530552,0.0014635931211123307,0,0,0,0.030369557263080865,0.03219904866447128,0.031467252103915114,0.03110135382363703,0.029637760702524697,0,0.025246981339187707,0.022685693377241127,0.031467252103915114,0.025246981339187707,0.0014635931211123307,0.029637760702524697,0.0014635931211123307,0.0014635931211123307,0.0014635931211123307,0.024149286498353458",-1
"0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.0199921599372795,0.0199921599372795,0.0199921599372795,0.0199921599372795,0.0199921599372795,0.022736181889455115,0,0.0199921599372795,0.0199921599372795,0.022736181889455115,0.0199921599372795,0.022736181889455115,0.0199921599372795,0.022736181889455115,0.0199921599372795,0.0199921599372795,0.0199921599372795,0.0199921599372795,0.0199921599372795,0.1093688749509996,0.0199921599372795,0.0199921599372795,0.022736181889455115,0,0.0199921599372795,0,0,0,0.0199921599372795,0.027440219521756175,0,0,0,0.022736181889455115,0.0199921599372795,0.0199921599372795,0.0199921599372795,0.0199921599372795,0,0.0199921599372795,0.0199921599372795,0.0199921599372795,0.10427283418267345,0.0199921599372795,0.0199921599372795,0.0199921599372795,0.0199921599372795,0.022736181889455115,0.0199921599372795",1
"0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.00291970802919708,0.00291970802919708,0.00291970802919708,0.042335766423357665,0.00291970802919708,0.041970802919708027,0,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.04416058394160584,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.5335766423357664,0,0.00291970802919708,0.00291970802919708,0.04781021897810219,0,0.00291970802919708,0,0,0,0.00291970802919708,0.00291970802919708,0,0,0,0.03722627737226277,0.00291970802919708,0.043795620437956206,0.00291970802919708,0.00291970802919708,0,0.0354014598540146,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.00291970802919708,0.043795620437956206,0.04525547445255475,0.00291970802919708,0.00291970802919708,0.00291970802919708",-1
"0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,-1,1,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.019877675840978593,0.021916411824668705,0.028797145769622834,0.023700305810397553,0.027013251783893986,0.12334352701325178,0,0.018093781855249746,0.0254841997961264,0.021916411824668705,0.018093781855249746,0.023700305810397553,0.10295616717635066,0.019877675840978593,0.018093781855249746,0.021916411824668705,0.018093781855249746,0.019877675840978593,0,0,0.01783893985728848,0.023700305810397553,0.018093781855249746,0,0.030326197757390417,0,0,0,0.0254841997961264,0.021916411824668705,0,0,0,0.019877675840978593,0.0254841997961264,0.019877675840978593,0.0254841997961264,0.019877675840978593,0,0.019877675840978593,0.021916411824668705,0.021916411824668705,0.019877675840978593,0.019877675840978593,0.019877675840978593,0.018093781855249746,0.019877675840978593,0.018093781855249746,0.019877675840978593",1
"0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,-1,1,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.027146250424160162,0.02816423481506617,0.027824906684764165,0.021038344078724125,0.025449609772650154,0,0,0.02680692229385816,0.0013573125212080082,0.0013573125212080082,0.028503562945368172,0.0013573125212080082,0.5286732270105192,0.0013573125212080082,0.0013573125212080082,0.027146250424160162,0.0013573125212080082,0.0013573125212080082,0,0,0.0013573125212080082,0.027485578554462164,0.02816423481506617,0,0.0013573125212080082,0,0,0,0.0013573125212080082,0.0013573125212080082,0,0,0,0.025788937902952155,0.02477095351204615,0.028842891075670174,0.0013573125212080082,0.025788937902952155,0,0.0013573125212080082,0.0013573125212080082,0.025449609772650154,0.0013573125212080082,0.0013573125212080082,0.019341703427214117,0.0013573125212080082,0.0013573125212080082,0.027824906684764165,0.0013573125212080082",-1
"0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,1,0,-1,1,-1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.027598209845847838,0.029835902536051714,0.027598209845847838,0.027598209845847838,0.027598209845847838,0,0,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0,0,0.027598209845847838,0.02734957732471407,0.027598209845847838,0,0.027598209845847838,0,0,0,0.027598209845847838,0.03232222774738936,0,0,0,0.027598209845847838,0.02734957732471407,0.027598209845847838,0.027598209845847838,0.027598209845847838,0,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838,0.027598209845847838",1
"0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,1,0,-1,1,-1,0,1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0.02813102119460501,0.023506743737957612,0.02466281310211946,0.02697495183044316,0.02003853564547206,0,0,0.0015414258188824663,0.028516377649325627,0.022350674373795763,0.027360308285163778,0.028901734104046242,0,0.018497109826589597,0.028516377649325627,0.028901734104046242,0.028901734104046242,0.029672447013487476,0,0,0.028901734104046242,0.0015414258188824663,0.027745664739884393,0,0.024277456647398842,0,0,0,0.027360308285163778,0,0,0,0,0.028516377649325627,0.024277456647398842,0.027360308285163778,0.16493256262042388,0.02813102119460501,0,0.025433526011560695,0.027745664739884393,0.027745664739884393,0.025048169556840076,0.028901734104046242,0.019267822736030827,0.020809248554913295,0.028901734104046242,0.02697495183044316,0.019653179190751446",-1
